,class,tweet
13320,1,nigga like see side bitch cashin anoth nigga hello mutha fucka
13321,1,nigga press pussi aint noth
13322,1,nigga dehydr want pussi ate everyday rest year would happen
13323,1,nigga tryna fuck next nigga bitch know bitch next nigga bitch
13324,1,nigga want bitch money broke dirt        
13325,1,nigga cant stand cuz bitch feelin nigga get mad yo call girl
13326,1,nigga cheat bitch expect pay back whatsoev yall naiv bitch
13327,1,nigga cri get hit high cri get hit low nfl full pussi
13328,1,nigga deserv better bitch
13329,1,nigga excit bitch weird boy
13330,1,nigga fall love evil bitch turn back friend cool tho
13331,1,nigga get pussi friend zone
13332,1,nigga go crazi bitch day  like calm yo happi ass
13333,1,nigga gossip like hoe man wid shit
13334,1,nigga hate cuz know im threat bitch
13335,1,nigga bitch
13336,1,nigga hoe onher real life
13337,1,nigga pure sucka got problem ya man address shit discuss squash bitch hold grudg
13338,1,nigga straight hoe bruh stop fuckin em
13339,1,nigga killin nigga grew bitch fuckin nigga homegirl inlov
13340,1,nigga needa stop wear mk bitch lol
13341,1,nigga get fuck weekend get fuck daili bitch still bigger level
13342,1,nigga put wig act like bitch retweet  shit fu
13343,1,nigga realli dickin hoe ona gram that reason got big head
13344,1,nigga retard lol
13345,1,nigga see wit da yellow dey wanna hit 
13346,1,nigga sleepin bitch grandma lmfao mauri fake af
13347,1,nigga sooooo pussi swear talk action
13348,1,nigga spend  look good bitch even buy  cent burger
13349,1,nigga swear trust hoe fuck raw   smh
13350,1,nigga talk bitch day
13351,1,nigga talk bitch day
13352,1,nigga talk bout hoe loyal differ barber
13353,1,nigga eat mussel eat pussi  fact
13354,1,nigga trash af
13355,1,nigga wear wig bitch day
13356,1,nigga stand line jay mad ehh fuck pull hoe nd stunt without em
13357,1,nigga talk pussi get least shine box glitteri pussi
13358,1,nigga wife hoe ugli bitch     get facebook remind fine
13359,1,nigga call femal hoe thot  min later go thirst porn star
13360,1,nigga bitch tendenc
13361,1,nigga wonder bitch fucc nigga shit cuz nigga anoth bitch shit 
13362,1,nigga bitch cheat caus mf alway think gettin play
13363,1,niggaz make trash late well everybodi lol
13364,1,niggaz irrat day quick jump bad bout bitch
13365,1,niggaz bitch ass niggaz real nigga
13366,1,night bitch 
13367,1,night nigger
13368,0,nike dc trash
13369,1,nikki minaj proof natur better minim best hoe overdo
13370,1,nikko gay bitch
13371,1,nile realli sad enough friend ever call pack nigger fuckin dream
13372,1,nino brown oh das nino brown yall hoe
13373,1,nippin clark motel bitch get free pizza everi day tip shit also never give us busi game
13374,0,nippl banana monkey
13375,1,love hoe fuck nigga fuckem
13376,1,bitch anyth hide like peopl look phone
13377,1,bitch slut chill
13378,0,cuz redskin dumpster juic game week still best rivalri sport
13379,1,face trace pussi boy snatch
13380,1,fuck given nfl draft basebal season bitch
13381,0,girl hoe
13382,1,half breed spic right say anyth anglo ever kill
13383,1,hoe shit tho bout say perro got butt nake bitch dish
13384,1,dont pussi sampl
13385,1,less bad bitch bed time
13386,1,matter hard tri rude mf keep talk like bitch know
13387,1,snapchat selfi instagram selfi noth bad bitch week man go  
13388,1,hoe oz
13389,0,specul mock draft final draft day bortleskombat stormwarn builtbyucf chargeon
13390,1,need tweet bitch know status
13391,1,nigga leav chick good pussi unless paper chasin
13392,1,offic drunk drive swerv hoe
13393,1,one take woman take hoe
13394,1,one goe psychiatri help peopl peopl immor everyon work field pure trash
13395,0,one even eaten twinki like decad
13396,1,one understand much piss peopl use word retard
13397,1,polic depart hire gypsi half breed nigglet trust
13398,1,save hoe
13399,1,sex bitch want neck bitch
13400,1,skimp shit bitch
13401,1,sleep sleep pussi
13402,1,summer school                                                                  eat dick school im done bitch ass
13403,1,thank ladi look like got white trash train rather catch diseas kthxbai
13404,1,white pie well negro pie
13405,1,bitch  yell step tell eat damn chicken   tf
13406,1,littl hood bitch tri take task joke niec lesbian ch gt gt
13407,1,time bitch nigga
13408,1,time chase someon like turn wine cooler look like bitch realli think lol
13409,1,way nigger employe month
13410,1,wealth insul call nigger still improv empir qualiti life outcom phenomen dale
13411,1,wonder ppl call nigga thug abl convinc hoe fals idea men like intellectu dress
13412,1,dog like need bitch ever gonna get bitch  
13413,1,wrong tri chang faggot gt therapi tcot understand sympath like retard gt
13414,1,gonna sit tf text hoe gonna care
13415,0,noap take maca root pill make vagina wop
13416,1,nobodi care fuck fag damn bring bitch water even though your thirsti fuck    fucknigga
13417,1,nobodi ever got famous whini bitch either chang thing make unhappi whine turd farmer
13418,0,nobodi give trophi caus old color favstartweet 
13419,1,nobodi go say anyth unloy sterl side bitch
13420,1,nobodi planet earth protect bull dyke
13421,1,nobodi ever sex dirti dick pussi say lot fuck em know smell like chitl
13422,1,nobodi wit im alon shit dont think im actin funni im zone bitch
13423,1,none bitch stay
13424,1,none us went prestigi establish clear superior fuck retard
13425,1,nooo sailor moon squad club bitch lookin good
13426,0,nope yellow otl
13427,1,norbit mad bitch lmfaooooooo  
13428,0,norwalk ghetto af lol sudden everyon dodger raider fan
13429,0,nose goe take trash time  phi
13430,1,us bitch     
13431,1,bit courtesi bainbridg isl ferri rider fuck em next time think gonna break payback bitch
13432,1,femal constant tweet boyfriend wish death one tire bitch
13433,1,straight men frustrat unlik okcupid queer folk  abil block
13434,1,cloud sight pretti ho work iwanttoplay
13435,1,fan guess im minor beyonc  ratchet ass trash anti christ kfromtheg
13436,1,neanudda bitch
13437,0,word jihadi stream kurdish femal suicid bomber koban stori undermin mytholog sever level
13438,1,play game bitch
13439,0,allow play flappi bird around grandma swear stop swear lol
13440,1,associ ya nicca
13441,1,eat pussi un american
13442,1,even  alreadi smoke countri bitch fuck want
13443,1,even sweat hoe  
13444,1,everi girl like sweet ass emoji ass nigguh girl like sexi af ass nigguh
13445,1,finna play bitch lmao
13446,1,go put red equal sign facebook faggot marriag equal 
13447,1,exist contribut contribut thing enjoy often queer person behind product
13448,1,fault yo bitch wanna flip
13449,1,one bitch text right  follow  inch rim  inch tv straight ass teeth text messag ima kill
13450,1,protect state utah fear queer coupl forc church marri legal
13451,0,realli sure describ happen eurotrash vip room
13452,0,sure teabagg would care nelson mandela one know mean teaparti tcot
13453,1,sure someon would put pictur escort websit sell pussi
13454,0,plan die soon total go write kenobi sole heir thing local  trust
13455,1,type take slow turn good girl hoe spookyblack
13456,1,call bitch gone hate bitch
13457,1,sound like total bitch tire peopl kid back school pic  post pic back colleg day
13458,1,trash plain fuck  come eleph print
13459,1,true kimchanel everi man hoe bye
13460,1,tri follow spook offens
13461,0,ya grandma browni wink wink
13462,0,note rocket remov cardboard launcher carri trash bin flee tidyterrorist
13463,0,note khorasan old arab name part iran afghanistan invent modern jihadi justsayin
13464,0,noth good tv eat ball inning great
13465,1,noth spici stop fuck bitch eat cri fuck pussi
13466,0,noth yokel msu fan constant reassess izzo aka consist winner sinc daugherti biggi flip munn
13467,0,noth say teabagg like millionair complain broke huh hillaryclinton  give break lol 
13468,1,noth wors babi bitch pussi go fli kite
13469,1,notic tweet bytch bytch differ bitch logic werk
13470,1,notic make music nigga get pussi drake lordknow
13471,0,see chatter among jihadi fan take credit alledg kidnap frenchman algeria franc
13472,1,could say name butttttt ya bitch alreadi know 
13473,1,even want anyth son bitch
13474,1,seper nigga trust nigga starv wit bitch fuc
13475,0,gook boy shawti
13476,0,listen lil spook get good kinda sad imma singl fall know get annoy tl aye
13477,1,unfollow lol  pussi turn late fuck time soon forev dri 
13478,1,day niqqa would rather real wit niqqa bitch wanna fuck wit rather day one niqqa smfh generat fallin
13479,1,day hoe twerkin new weav
13480,1,neighborhood nigga like suppos get pussi like
13481,1,hoe bout post saint lost im still cute pic gram   
13482,1,da heat fan bacc nicca kill tweet shit damn game
13483,1,hate ol lyin ass hoe smilin ya face wearin best friend cloth
13484,0,infuri jihadi put murder request saudi fighter pilot particip bomb syria isi
13485,1,side bitch main bitch bc main hoe feel mo mo
13486,1,side bitch main bitch caus main bitch aint feelin moe
13487,1,nicca haircut
13488,1,put ya ass dicc let know baddest lit bitch
13489,1,nicki minaj said fuck skinni bitch watch fat bitch come outta time play
13490,1,let beat build bitch that ish hit kill switch
13491,1,bitch tryin vid gurl sit cho ass
13492,1,cheat bitch yall defens sad fuck cheat
13493,1,new bitch act dumb tryna correct everi word
13494,1,put pussi vivian bet play   
13495,1,drink till unconsci feel get fine bitch
13496,0,jihadi network wake claim raqqa radio  confirm  two plane shot pilot captur isi syria
13497,1,nower day defenit bad bitch good pussi
13498,1,nugga obsess homi like cant bag bitch
13499,1,nuh uh still count  hoe twitter bae
13500,1,nuke town pussi
13501,1,nyomi banxxx skin diamond last good eboni porn bitch
13502,1,og old face hunnid young hoe
13503,1,og love see yung nicca come
13504,0,oh say democrat lost teabagg vote lmao bobbl head morningjo
13505,1,ohh gt whine whine whine say faggot ass steroid cream forgiv giant gt busterposey takin shot barrybond
13506,1,okc nigguh
13507,1,omg high bitch 
13508,1,omg ugli faggot bad mother kill like robin william
13509,1,omg bay yall ever met dyke kid
13510,1,omg noth life made softer fuck nigger dick
13511,1,omg  yo side bitch find gift bought ya girl lmfaoooooooo
13512,1,omg bitch tico wont stfu alreadi
13513,1,omg gt throw beer bottl street yell drunk homeless peopl stop harass tranni  torturebasebal
13514,1,omggggg nigga said jerri black bitch
13515,1,sight bitch bet see street trash ass nigga
13516,1,ot nicca word nigga play jesus
13517,0,obama mock special olymp wendi davi mock handicap ya see pattern democrat tcot uniteblu
13518,0,obama  newli releas gitmo jihadi link terrorist syria tcot pjnet
13519,1,obama  fave muslim black ghetto trash via
13520,0,obama hellfir missil tend vapor jihadi uniteblu
13521,1,ocean drive  gave pill think met pussi ocean drive 
13522,0,och hoe wonderbaarlijk dat jan het alweer met marokkaans bner aan de stok heeft na fatima lamyea tofik nu ook abdelka te min gevonden
13523,1,lazi bitch laziest today noregret
13524,1,cours faith basebal year barrybond goddamn retard moron
13525,1,cours mean fajita time flat iron oh bitch never leav
13526,1,lot dope bitch high af
13527,0,offens line trash
13528,1,offens joe johnson good lebron better pussi
13529,0,offici jihadi cockroach book ticket cruis ship syria
13530,1,oh hope dre fall dickhol first pussi
13531,0,oh forgot live ghetto hoodrat
13532,1,oh back  vap fuck one bitch
13533,1,oh nasti smoke cigarett nasti wash behind ear everyday stupid littl bitch
13534,0,oh yahweh hand upon shadow hover sake hous ysrah al mock day long
13535,1,oh bitch lurkin well bitch twerkin  
13536,1,oh hell yeah lol know nicca injuri prone
13537,1,oh multipl dna ol girl man ran train hoe   
13538,0,oh coon bike week charlott ok make sens
13539,1,oh look cutler step throw threw int nice flat foot throw cunt
13540,0,oh man could serious first ever chanel bag contend grape color chanel bag
13541,1,oh god oh god go bitch mob parti today oh god
13542,1,oh god bitch walk past legit smell like fish market tfeh tfeh tfeh 
13543,0,oh oreo bake chocol chip cooki surpris
13544,1,oh nah bitch work much even think lol
13545,1,oh didnt   watch yo mouth bitch one bitch two dog
13546,1,oh tht hoe ode fake
13547,1,oh  friday night night bitch cheat 
13548,1,oh pleas pussi
13549,1,oh respect bitch spite come children
13550,1,oh shit still light bitch long 
13551,1,oh shit   jack  king dalla trash  hairlin trash
13552,0,oh snap realiz skinni tranni jare leto wo unrecogniz weight loss geez
13553,1,oh bc cover bitch wanna talk shit
13554,1,oh well lil stupid ass bitch fuck youuuuuu idfwu bitter ass song fuck nigga like
13555,1,oh yeah especi winston nicca lmao arriv teeg think wont lol  nigga
13556,1,oh got new bitch think got new bitch
13557,1,oh one stuck bitch 
13558,1,oh want pho well saimigi ghetto pho eat shit sinc im broke  
13559,0,oh gonna ruin life throw away smoke weed test score higher trash life
13560,1,oh back bitch one walk ever ever
13561,1,oh bitch scandal
13562,1,oh whitney true gt sob sob weep sob lt oh crack industri lost champion ripwhitney ya dumb bitch
13563,1,oh wow avoid bitch
13564,1,ohh btw get call  blame bitch keep sign peopl bc want gym buddi lol
13565,1,ohh gawdd woke throw dis nicca paper slept damn car threw shit lost phone smh gm
13566,1,ohkay texa bitch keep textin callin cryin stressin bout anoth bitch alleg 
13567,1,ohmygod pleas bitch today
13568,1,oi look pussi bed
13569,0,ok show cartoon network complet trash stevm univers
13570,1,ok funni proud liber want end racism call tim scott uncl tom lolz lib idiot tcot
13571,1,ok night night bitch
13572,1,ok bitch say wut think said believ describ urself dumbass
13573,1,ok suck dick suppos done cute manor like eat pussi suppos scare
13574,1,okay gonna need everyon stop call rihanna hoe thank
13575,1,okay ajay got one time call bitch one lit sub tweet like bitch fucc yo lit life got go
13576,1,okay number save long  okay thancc   tf hoe
13577,1,okay repli want anyway bitch
13578,1,okay know like ten year late freak hate ana sofia lost fuck dumb bitch wtf problem           
13579,1,okay either super dyke weird car sex fetish
13580,1,okay professorx right  bitch mad caus open mouth greysanatomi
13581,1,okay kid rickandmorti came know tweet way late sunday night booya bitch gt outta gt
13582,0,okay mayb everi losangel evil would  peopl encount trash anoth  bare human
13583,1,okay natitud sooooo cool gt come bitch call obama bo jingo thought gobuycomb
13584,1,okay stop bitch mayb 
13585,1,oklahoma  yard tu point trashhhhhhhh ass team big xii trash
13586,1,ol bitch ass look like got bobbl head
13587,1,ol head alway think young nicca gon runoff wit sacc
13588,1,old hoe lol juic gone old bitti
13589,1,old hoe get mad show attent want
13590,1,old ladi went pay reach way plate hate eat bar countertop stupid white bitch
13591,1,older black guy factori know none coon work tip  right   
13592,1,ole girl realli told care boyfriend hoe wrong generat
13593,1,olivia pussi good got jake sip tea enemi baddest bitch scandalabc
13594,0,omer asik trash offens side floor dude real life murki doo doo water
13595,1,omfg murk bitch see red dude
13596,1,omfg tattoo hurt like bitch pain
13597,1,omfg crazi bitch  
13598,1,omg day exact week vega bitch edclv
13599,1,omg dot sure give away free bitch 
13600,1,omg hate bitch fuck laugh shut fuck upppp
13601,1,omg go charli bear twerk team fuck
13602,1,omg kill like pic swear bitch
13603,1,omg bitch buy dildo stfu
13604,1,omg bruh said bitch look like femal jb smoov lmao
13605,1,omg chloe pull hous like come outsid bitch     hella cray
13606,1,omg fuck bitch basedgod
13607,1,omg pathet spineless ball piec trash twitter ever seen let go throw blah
13608,1,omg bitch said shit
13609,1,omg bitch stand hum deep annoy tone whole time counter wtf
13610,0,omg cutest littl tinker bell ever  
13611,1,omg say face stupid ass hoe talkin shit imma whoop ass dramat teenag girl
13612,0,omgggggggggg mila kuni fing hot sarah marshal like bird anorex
13613,1,omm bitch dumb ass fuck
13614,0,omoid yokocho shinjuku tokyo japan jap  lost japan miguel mich 
13615,1,gc  dis bitch
13616,1,upenn campus black chick trash gonna paid
13617,1,handstand pop pussi delight
13618,0,mission find zebra cake
13619,1,scale redneck watch day thunder right gocruis
13620,1,break feel xxxtra dumb caus forgot lunch money like hoe
13621,1,shit jus turn  bitch dat grown shit 
13622,0,anniversari  isi al qaeda support claim ben laden show jihadi authent pathet
13623,0,secret parti mission live tweak mock fatpo
13624,1, onlin hit niggah     
13625,1,westsid screamin fuck kd bitch
13626,1,westsid screamin fuck kd bitch
13627,1,ya pussi rap sheet whole lot bros
13628,1,hello hardin counti everyon know hoe name ashley hsn
13629,0,brainwork done pacemak medic devic compani call contract tinker toy engin like sc troll stribpol
13630,1,break ion want pussi nomor   realli hate huh
13631,1,hate someon everyth offens look bitch eat cracker like damn place
13632,1,one big school full fake bitch
13633,1,one day nigga gone learn fuck ugli bitch pregnanc need stop
13634,1,one hoe fine fuck one ugli bitch
13635,0,one man trash anoth transform 
13636,1,one man hoe anoth man hoe chang nigga
13637,0,one man trash anoth man treasur
13638,0,one man trash anoth man treasur believ
13639,0,one tonight dog walk sunset aka invis bird wire sunset invisiblebird wire
13640,1,one night stand hoe noth
13641,0,one schlabach best look charli wei coupl month ago hang nelli
13642,0,one favorit song man shorelin white parakeet tri make bird go home
13643,1,one nig holler cici ima keep low key tho one lol
13644,1,one biggest arrest loudmouth bitch reesewitherspoon nigga gotta act like whitebitch polic
13645,1,one best faggot joke time stephenk gt anybodi seen faggot late believ dress obama
13646,0,one great treasur live san diego readi access mexican twinki made real sugar mexican coca cola
13647,0,one world promin jihadi forum got shut 
13648,1,one room full bad bitch lmao believ kick main myspac  
13649,1,one thing stand text bitch got droid
13650,1,one thing hate lightskin nigga confus bitch like either go fwm gon fw nigga  
13651,1,one thing love relationship understand like cute shit cute bird
13652,1,one thing love russel wilson bitch runnin
13653,1,one thing never love bitch cuz drillin shit love cliqu
13654,1,one thing loyal nicca
13655,1,one thing alway tell lor cousin big cousin bitch niggah alway gonna good regardless
13656,1,one thing get trust bitch
13657,1,one time high school girl told friend need proactiv told need weight watcher hahaha bitch
13658,1,one time girl ask problem instant repli love bad bitch  
13659,0,american degener enough honor war dead barbecu anyon grill memori day trash
13660,1,american would hire white trash tie intern terror polic offic
13661,0,blood satisfi hungri flame  hollor charli brown
13662,1,fuckin retard liber would think xmen jesuschrist mutant gt
13663,1,broke nigga gonna settl broke bitch
13664,1,hoe would favorit
13665,1,basic bitch workout planet fit
13666,1,bitch talk shit
13667,1,broke bitch steal money
13668,1,faggot pussi put twitter pic dog
13669,1,faggot use white ds
13670,1,fag say swag shit mad retard
13671,1,fat bitch flat booti hoe today wackkkkk
13672,1,one reason caus bitch wont go gay name nt smurf see noon
13673,1,fw bad bitch iont mediocr
13674,1,get loud around ya team ass bitch  fraud
13675,1,goofi nigga simp chick communiti pussi
13676,1,hoe cheat
13677,1,hoe get  follow instagram
13678,1,hoe love
13679,0,hick town walk nation sport bar get busch light smh
13680,1,keep real bitch attend  
13681,1,movi cant wait see  fail im go killer ape shit michael bay
13682,1,negro keep ad babi fat got older
13683,1,niggah tl get
13684,1,ounc niggah
13685,1,peopl home right nurs hoe nigga tryna hit hoe  
13686,1,retard fuckri
13687,1,famili eye bitch rite here
13688,1,strong surviv nigga pussi
13689,1,strong surviv nigga bitch
13690,1,thing calm pussi cali tree
13691,1,tweet pussi got superpow
13692,1,would cut best tight end resign trash nigga make play save life
13693,1,white peopl use word cunt todd realli take
13694,1,white trash moron offend redskin team name liber
13695,1,white trash watch footbal
13696,1,white trash watch hockey
13697,1,white trash would call slant hindi moslem equal
13698,1,word understand blackjesus nigger heavili disappoint show aaronmacgrud stuff blow imo
13699,1,oomf hoe know hoe know hoe wont claim hoe say aint hoe know hoe hoe
13700,1,oomf got hella hoe 
13701,1,oomf got hoe
13702,1,oomf make skin itch like ew bitch
13703,1,oooow bitch lace front lace fuck
13704,0,oop freudian slit
13705,1,open leg filet mignon pussi
13706,1,open mouf kiss nig  mae lol sam love kiss smh lol 
13707,1,open leg filet mignon pussi
13708,0,oper ask redhead resolv charli brown rejectedpeanutsspeci
13709,0,vote crippl amirit bigot mt vote votewendydavi governor texa
13710,0,vibe ask see aux cord know bout play trash 
13711,1,dumb bitch self esteem decid saint 
13712,1,continu bitch cool
13713,1,faggot taughtu guess got caught say nigga
13714,0,get swept motown lol yanke tiger mlb
13715,1,get nail done  hoe brag nigga fw got money even get fill tank
13716,0,pollo
13717,0,cant afford winter cloth  creep summer hoe winter muslimah
13718,1,teach might get got realli hate disrespect ass bitch class professor talk stfu bitch
13719,0,music trash
13720,0,neighborhood know mexcian ghetto
13721,1,gotta pay bill caus pussi free ummmm dick free neither pick tab pleas thank
13722,1,oregon lose oregon ahhhahahaha faggot
13723,0,oreo ice cream sandwich
13724,0,oreo shake want
13725,0,oreo milkshak forev remind 
13726,0,oreo coffe brunch want
13727,1,oreo ho hos put milk
13728,0,oreo life
13729,0,orient rug caus flyer dove
13730,1,oscar use make fun chaco wear peopl togeth sale lil bitch want fake
13731,0,oscar tavera went yardi  career mlb bat stud
13732,1,oscar fuckin roast right got hella die      bitch         
13733,0,jihadi news isi execut kuwait preacher redha lari coz  extrem  hamper reconcili nusra fatwa
13734,1,faggot shit macklemor actual realli good artist better alot rapper
13735,1,otter would make cool pet cunt
13736,0,femal guinea pig pregnant      
13737,1,professor said hoe said butt hurt boss
13738,0,day care take kitti nap hoser
13739,1,outsid click anoth nicca fucc wit
13740,1,outsid dah fuckin yardi eh
13741,1,bitch tri act like pictur
13742,1,overal singl life fun also get nude leak em unless faggot
13743,0,overrip eggplant good eat uncletweet
13744,0,philosophi existenti depth trash pop mtvhottestlanadelrey
13745,0,pnd jigga man
13746,0,pollo ast dos pollo estaban dando vuelta en una poller  mientra los estaban cocinando ast cuando
13747,0,psa reduc fat oreo waxi soften proper dunk milk stay away unnatur dietschmiet
13748,0,pacey told flash touch turn yellow black whatwashedo  
13749,0,padr yanke angel fan need stfu
13750,1,paid dis much da belt betta crack bitch
13751,1,paig better text bitch lol
13752,1,paint bitch rooftop bitch love rooftop
13753,0,palin mock obama russia rhetor ask could seen come crowd goe wild 
13754,0,panda express trash want chines feel like gettin car
13755,1,pantera minut alon minut pussi boy crush
13756,1,paper pussi caus pussi bring problem powerofthep
13757,1,papoos trash bro lol
13758,1,pappadeaux bread scampi butter chickengeorg pussi tast like
13759,1,pappadeaux got best chicken strip swear squeez lemon hoe
13760,0,parent televis council scandal sex scene charli brown ok
13761,1,parker cannon lyric beauti bitch come best lyric song like fuck man
13762,0,parodi jihadi song effect asinin muslim condemn humorisaweapon
13763,0,parson trash
13764,1,part chink
13765,1,parti hous come bitch
13766,1,pass interfer dumb ass zebra jerk
13767,1,pass stick bitch
13768,1,pass mad hoe give want
13769,1,patti dont love hoe
13770,1,pau hoe gon play trade deadlin
13771,1,paula patton pussi got nigga stage knee talmbout gotta get back tonight
13772,1,pay pussi yo get mani freebi
13773,1,payback bitch
13774,1,payback bitch
13775,1,peac faggot
13776,1,peac fag rememb best lux support na drop lustboy pick kakao tsm
13777,0,peac friend peac enemi dont say word look facebook wall one best friend ever moor
13778,1,peac hoe put badongl cook breakfast
13779,1,pedro littl bitch caus never dm
13780,0,penn state tryna slant screen way field lol
13781,1,pennsylvania white trash pennsylvanian
13782,1,peopl fuck retard lol
13783,0,peopl uncivil
13784,1,peopl bitch complain stupid thing
13785,1,peopl ask never speak bout subtweet lil shit peopl say babi tbh ion give dam bout none nigga bitch oml
13786,1,peopl ask donat christi mack get real bitch made thousand dollar sex bitch better fuckin
13787,0,peopl angri tonight dis tweeter hard color man see dis anger like bein waffl hous mississippi
13788,1,peopl call complain spinelli purg special lmao pussi louisvillepurg
13789,1,peopl comment fb status like day like bitch wtf know
13790,1,peopl get retard everyday
13791,1,peopl gotta learn appreci peopl go way help even want help bitch
13792,1,peopl hate da rig life love babi pussi ass nigguh
13793,1,peopl love touch hair ooo real yes bitch
13794,1,peopl site fuck retard sometim
13795,1,peopl talk shit twitter see person look like bitch wtf look yes yeah cute
13796,1,peopl tend bitch coach much offens playcal kill ag indefens point
13797,0,peopl chose countri citi miser trash deserv neither respect consider less scum
13798,0,peopl put blinker serious need crash pole someth  moveoutmyway bitch
13799,1,peopl enjoy show like douch bag usual white trash
13800,1,peopl go church hollywood ca white trash filth
13801,1,peopl grow veget noth common peasant trash
13802,1,peopl live thenetherland unwash trash
13803,1,peopl never use hair product unkept white trash douch bag
13804,1,peopl play fantasygam white trash
13805,1,peopl play roleplayinggam human filth deserv respect give mosquito soulless gutter trash
13806,0,peopl slam brake yellow light allow drive
13807,0,peopl trash car love drive fast reckless
13808,0,peopl pictur far wide reason make teabagg poor spell realli angri
13809,0,perhap ezra miller first crack toward chang regardless whether identifi queer gay
13810,0,perhap diehard yanke fan point watch debacl yanke tiger mlb els lol
13811,0,perman slit eyebrow tumbl bleacher littl stay er
13812,1,person new year resolut jackass everyon yeah go buy  retard
13813,1,peter pan ho never land ho
13814,1,peyton man goon fuck eli pussi ass
13815,1,phaedra gonna drop apollo like mariah da brat went prison hoe loyal
13816,0,phil hugh look like phil hugh old  yanke mlb
13817,1,phillip river look like almost want call dude nigger bad play
13818,1,phone disconnect like hoe thank god shmedium hot spot lol
13819,1,phone drier yo bitch scalp 
13820,0,photo check background spook
13821,1,photo bad bitch ladykimora favorit vega socialit         dragrac dragqueen ladykimora
13822,0,photo give trailer park trash transformthursday ladykimora vegasqueen vegasshowgirl
13823,1,photo good morn ig  give white trash bodi    turntup webad wepretti gayvega
13824,1,photo happi friday bitch kimorablac
13825,1,photo happi friday bitch  glamazon ladykimora rupaulsdragrac     
13826,1,photo kimora boobi   unlock slice bitch kimorablac
13827,1,photo ima boss ass bitch    turntup webad wepretti gayvega rupaulsdragrac barb minaj
13828,1,photo bitch
13829,1,photo morn bitch
13830,1,photo mustard beat hoe wdywt
13831,1,photo main yessssss ladykimora turntup vega bitch  
13832,1,photo filter bitch     turntup webad wepretti gayvega rupaulsdragrac barb minaj
13833,0,photo rest peac bad boy bad advis made let old asian dude glue sole
13834,1,photo serious  friend hoe  funni getyourlif 
13835,0,photo anarcho queer  anarch stand social order base free group individu
13836,1,photo deafreaperventus wayward son fallen angel murder crow gay intensifi say
13837,1,photoset biggest pussi  seen china
13838,1,physic bed bitch frame trash skinni
13839,0,pic circul jihadi feed claim isi flag top mount arafa holiest day pilgrimag
13840,1,pic confus look like dyke hoe pooci       
13841,1,pick citi buy condo find fine hoe let time go chea
13842,1,pickup line cat ladi love pussi wait liter meant like cat
13843,1,pictur time outsid metro fuck fag
13844,1,pie crust trash flaki dri shit
13845,0,pierc would easili drain shot us trash smh
13846,1,pillow talkin bitch see bad nigga basic
13847,1,pillow talkin hoe hatin nigga might lose ya chick like
13848,1,pink champagn boo thang bad bitch hope trade
13849,1,piss see littl liber faggot wear che guevara shirt move ur ass cuba
13850,1,piss much brett scream fag whore window peopl
13851,1,pistol bad bitch hustler bad busi
13852,1,pizza wing bitch
13853,1,pizza salad alcohol want crave need met rude bitch
13854,1,plaid short bitch
13855,1,play twice aye im pyhscopath cunt dead
13856,1,play pussi get fuck
13857,1,play fuck bitch get money music
13858,1,play hoe like lotteri
13859,0,play show lutsen mn  pm today papa char
13860,1,play game wrestl way bind brother sex talk provid condom raw dog hoe
13861,1,play white guilt last one last time whitey felt absolv end today end field suburb pennsylvania
13862,1,play money like play emot nigga believ guess go find hoe ass nigga
13863,1,pleas  shut hoe  honest nice person  
13864,1,pleas control yo hoe  
13865,1,pleas dnt take pictur pleas dnt take pictur especi jewelri man hoe vicious
13866,1,pleas excus bitch ass phone hoe late
13867,0,pleas stop score otherwis run tomorrow romero yanke bluejay mlb
13868,1,plot twist fuck bitch
13869,1,plot twist bitch
13870,1,plot twist hoe loyal
13871,0,pm use word use ex sweg pm yid nid date
13872,1,polic nicca tryn raid da trap
13873,0,polit yet milit bird notfeed stencil armi typefac font ateam
13874,1,polit ass bitch
13875,1,polo  levi  jordan  snapback  look face still get pussi priceless
13876,1,poof vamoos son bitch
13877,0,poor henri support right guy gut hurt charli
13878,1,poor leo help havin rest bitch face feel ya home skillet biscuit
13879,1,pop nigguh sound like crisco
13880,1,pop pussi
13881,1,pop pussi real nigga
13882,0,popcorn candi dinner alway knew charli brown spirit anim
13883,1,pop pussi sweat lol
13884,1,poppi give discou bitch get lo
13885,1,poppi give discount bitch get lo fareal tho
13886,0,pop interview remain warm fuzzi
13887,1,pop told never stick ya  broke bitch
13888,1,porch monkey life
13889,1,porch monkey life randel
13890,1,porcha grandma realli like nig real tri hollar fo real
13891,1,pornograph oo oo make hoe oo
13892,0,post new song guala
13893,0,post new song guala music
13894,1,power bomb dat hoe
13895,1,ppl realli handl girl yes girl say feel come bitch
13896,0,practic got arrest tonight allow utampa ground year fml im retard
13897,0,prais thi lord season beani upon us
13898,1,preach ugli girl way go man nobodi got time pretti hoe
13899,1,precis  soon break start shit swore never  like hoe
13900,0,prejudic preconceiv awar base major interact negat slant come lib self preserv basi
13901,1,prepar call nigger night mean play cod night advancedwarfaredayzero
13902,1,press pussi get mani freebi
13903,1,pretend asshol callin women bitch know love em lol
13904,1,pretend make rain ghetto presid govt money whore beg utilti stay one day
13905,1,pretti ass niggah
13906,1,pretti bitch even prettier titti  
